"V1" "V2" "class"
"1" 1.12439370142738 1.49774893990498 1
"2" -0.87020632311741 3.69069536578089 1
"3" 2.50499994900773 3.07326868671444 1
"4" 4.94039382121417 0.553498196790083 1
"5" 1.91610474247724 2.31569117515121 1
"6" 0.34261826345355 3.58495057563539 1
"7" 1.6115930660952 2.39517531580727 1
"8" 0.60088566568995 0.987959395242356 1
"9" 1.41403280364583 2.1316404587695 1
"10" 1.07844059616357 2.44694930968581 1
"11" 2.33985985155075 0.827307118679839 1
"12" 1.24040698117321 3.56930375599379 1
"13" 4.72551963561719 1.36031634616619 1
"14" -0.106074540704905 0.0240749436188508 1
"15" 2.83254298350984 1.93826370260701 1
"16" 0.765423741415366 1.52516700684051 1
"17" 2.23579567892026 1.97611414945467 1
"18" -0.681527791749972 4.68846108140175 1
"19" 1.99803553533326 1.86429868124298 1
"20" -0.245387196860843 2.23562351955507 1
"21" 2.28813540090144 0.889396873003667 1
"22" 1.63904451756805 2.70079497630138 1
"23" 1.32100911183567 1.61670370682446 1
"24" 2.11691176285025 1.02607869507393 1
"25" 4.82977682564962 0.332524382273081 1
"26" 1.753126606366 2.46713604560434 1
"27" 2.27518864224472 1.47253737862448 1
"28" 1.47449465525073 3.60553952855065 1
"29" 2.34909668842864 1.05884376353042 1
"30" 1.42629099235874 1.38687837246356 1
"31" 2.31672013464775 -0.542835330948908 1
"32" 3.82234687177698 0.308945288842548 1
"33" 3.96675522607683 -2.07839760462365 1
"34" 0.522939122936151 3.16953708618107 1
"35" 1.15974434816462 2.46056308536328 1
"36" 3.5511356795883 1.93563888369338 1
"37" 3.26464388282311 0.0315107849623528 1
"38" 3.2569543506825 1.78573282586888 1
"39" 2.75208770613033 4.83621700538533 1
"40" 2.78127887426841 1.71119393896307 1
"41" 4.27607985865806 1.07821354084208 1
"42" 3.38983854493184 -0.122209711417672 1
"43" 5.91938479695218 0.799108205132115 1
"44" 0.958806986380468 3.53232248325583 1
"45" 3.45446218107814 1.33325833840244 1
"46" 6.40049898601427 -1.64667251106439 1
"47" 1.6703127709381 2.20769366663412 1
"48" 1.47454243371327 2.10132027102674 1
"49" 3.41235018738169 1.38992649912247 1
"50" 0.755837372570143 2.21562050156077 1
"51" -0.346430246539554 3.41617114084596 1
"52" 4.67249298772985 3.30573749234171 1
"53" 1.57887329617786 1.43440097556412 1
"54" -0.450983157771581 4.3674281545223 1
"55" 4.04062342466173 -0.0173944472810081 1
"56" 0.00830429439085467 4.10791041862348 1
"57" 4.10172899744267 2.16552537882544 1
"58" 0.985688925105288 1.15230923429561 1
"59" 3.06657489063289 0.431357992006336 1
"60" 3.06321786654093 0.979046025644458 1
"61" 2.78374927658467 -0.516068198971074 1
"62" -0.138180623818798 3.11397181485182 1
"63" 3.56408169438722 0.596288170739947 1
"64" 0.00590046145588197 5.74808488005355 1
"65" 0.50463798127798 2.73067570037247 1
"66" 0.644782835200741 2.74673825087278 1
"67" 3.81817761565423 1.17363997023375 1
"68" 4.3392514507607 -1.68929681018029 1
"69" 4.43418223734252 -0.899487798222848 1
"70" 3.35206448414263 1.15376328914896 1
"71" -0.748212387400593 3.20858030946672 1
"72" 0.77731446437092 1.46177490854984 1
"73" -1.30849079662007 0.803541315484414 1
"74" 1.51984141365683 3.36196066846865 1
"75" 5.35578629466715 -0.168525222561062 1
"76" 1.7724210676495 1.4154197882482 1
"77" 1.13889581820383 0.464746166210807 1
"78" 3.04410427379071 1.96457406009124 1
"79" 2.07285821083668 4.82088711415947 1
"80" 3.13461316564613 1.65108881308223 1
