"V1" "V2" "class"
"1" 4.16006617556508 0.71879565596394 1
"2" 3.18610195797949 0.783601283474486 1
"3" 2.57734703938549 2.33704878654823 1
"4" 1.01813704806504 5.01227160342644 1
"5" 5.3496423899204 1.31347464522556 1
"6" 0.651895866087724 -0.407446471601923 1
"7" -0.84540884861454 5.40840770562802 1
"8" 2.61439688193075 -1.85612242772603 1
"9" 2.56533754410934 0.595742525423188 1
"10" 2.00150364859947 0.654857397827562 1
"11" 4.43747542299133 0.349384321405672 1
"12" 1.27077399506522 2.68152254356787 1
"13" 1.74674054787754 1.34970576514398 1
"14" 1.47807061445659 0.734211707631252 1
"15" 0.551423733164076 3.59333806076305 1
"16" 4.75071985357204 -0.530389099284455 1
"17" 1.80557671664771 2.24520759133681 1
"18" 2.23913010152837 0.228489814814561 1
"19" 0.860190251790108 1.17297876565629 1
"20" 4.72131550662891 1.86889016325319 1
"21" -1.09349051672713 4.72714975687826 1
"22" 2.84303035381776 1.9879901972343 1
"23" 1.55900774717046 2.72015668812072 1
"24" 3.33522055853214 1.31765201058908 1
"25" 4.63192818809565 0.485401633776461 1
"26" 2.56718019683228 3.28151252376575 1
"27" 2.23680507782498 1.60061229473535 1
"28" 0.774177302093446 2.81912027135422 1
"29" 2.6803310940576 2.42198616075757 1
"30" -0.347329095009887 1.26809652602667 1
"31" 1.43191563460711 2.03422104593459 1
"32" 2.96556010349385 1.4893519612366 1
"33" -1.25970977894755 4.14927714912188 1
"34" 2.63175706727425 1.71903830580595 1
"35" 2.60947347182241 0.0993611431502912 1
"36" 4.29892978913771 0.320044374940222 1
"37" 2.52740600877484 2.04158148533979 1
"38" -0.656807211984224 4.64138624076256 1
"39" 0.257499333571529 2.69834744867882 1
"40" 1.92285094253297 2.49812155962939 1
"41" 0.213464812550564 4.69706776861583 1
"42" 0.780407754552607 2.5013385825151 1
"43" 1.3457251303357 2.42361065651247 1
"44" 1.14083838997081 -0.68943050825357 1
"45" 2.98674458193948 1.39348780122359 1
"46" 3.71108988203863 0.686410303889033 1
"47" 1.16843996204767 2.09609393882227 1
"48" 1.7537217160168 2.15481263886942 1
"49" 6.31604787767936 -1.73856320911135 1
"50" 2.70157130885243 0.609362544188695 1
"51" 0.67971524516413 2.37584964281126 1
"52" -0.996684193780427 4.08919839930353 1
"53" 2.86086348742403 -0.26444862176864 1
"54" 0.192882483459426 2.44987755214524 1
"55" 0.366792530155074 2.86479058262701 1
"56" 2.47141873401145 1.48542221691829 1
"57" 5.80654167697573 1.24341687082784 1
"58" 1.21788483381883 1.45790800131068 1
"59" 5.90403288381642 -0.667310730785726 1
"60" 0.14031313723968 3.03242552590598 1
"61" 4.40230744918058 -0.395131241725591 1
"62" -0.441966363035652 3.15942809927388 1
